Stage,Formula,Energy,Bandgap,Type,SpaceGroup,Delta_E,Delta_Gap,File
AFTER,In7S,-2.2283,1.986,Semiconductor,P4_2/mbc,-0.7355,0.905,In7S_id2405_Final_E-2.23.cif
,,,,,,,,
BEFORE,KCdSn2,-1.4501,2.696,Semiconductor,C2,,,KCdSn2_id1183_E-1.45.cif
AFTER,KCdSn2,-2.2134,0.0,Metal,P1,-0.7633,-2.696,KCdSn2_id1183_Final_E-2.21.cif
,,,,,,,,
BEFORE,Ba3CaO2,-1.7462,0.096,Semiconductor,P4_2/m,,,Ba3CaO2_id179_E-1.75.cif
AFTER,Ba3CaO2,-2.2035,3.765,Insulator,P1,-0.4573,3.669,Ba3CaO2_id179_Final_E-2.20.cif
,,,,,,,,
BEFORE,Na2Sn,-2.1965,0.093,Semiconductor,P4/mmm,,,Na2Sn_id1254_E-2.20.cif
AFTER,Na2Sn,-2.1991,0.009,Metal,P4/mmm,-0.0026,-0.084,Na2Sn_id1254_Final_E-2.20.cif
,,,,,,,,
BEFORE,K2ZnSb6,-2.1414,1.505,Semiconductor,P4_332,,,K2ZnSb6_id1926_E-2.14.cif
AFTER,K2ZnSb6,-2.1964,1.237,Semiconductor,P1,-0.0550,-0.268,K2ZnSb6_id1926_Final_E-2.20.cif
,,,,,,,,
BEFORE,Sr3B(NO)18,-1.6233,3.143,Semiconductor,Pm,,,Sr3B(NO)18_id955_E-1.62.cif
AFTER,Sr3B(NO)18,-2.1866,3.36,Semiconductor,Pm,-0.5633,0.217,Sr3B(NO)18_id955_Final_E-2.19.cif
,,,,,,,,
BEFORE,TiGa2Sn3,-0.6616,0.084,Semiconductor,P6_3/mmc,,,TiGa2Sn3_id240_E-0.66.cif
AFTER,TiGa2Sn3,-2.1847,0.0,Metal,Cm,-1.5231,-0.084,TiGa2Sn3_id240_Final_E-2.18.cif
,,,,,,,,
BEFORE,NO42,-2.1187,0.335,Semiconductor,P1,,,NO42_id2043_E-2.12.cif
AFTER,NO42,-2.1747,1.208,Semiconductor,P1,-0.0560,0.873,NO42_id2043_Final_E-2.17.cif
,,,,,,,,
BEFORE,As5Se2,-1.3326,3.024,Semiconductor,I4_1/amd,,,As5Se2_id974_E-1.33.cif
AFTER,As5Se2,-2.1658,0.529,Semiconductor,I4_1/amd,-0.8332,-2.495,As5Se2_id974_Final_E-2.17.cif
,,,,,,,,
BEFORE,K4Li(InGa3)4,-1.0421,1.569,Semiconductor,P4_2/nmc,,,K4Li(InGa3)4_id1131_E-1.04.cif
AFTER,K4Li(InGa3)4,-2.1537,1.068,Semiconductor,P4_2/nmc,-1.1116,-0.501,K4Li(InGa3)4_id1131_Final_E-2.15.cif
,,,,,,,,
BEFORE,K4BeAlSi,-1.5745,0.115,Semiconductor,I422,,,K4BeAlSi_id2727_E-1.57.cif
AFTER,K4BeAlSi,-2.1431,0.0,Metal,P1,-0.5686,-0.115,K4BeAlSi_id2727_Final_E-2.14.cif
,,,,,,,,
BEFORE,NaIn,-2.1394,0.513,Semiconductor,I4_1/amd,,,NaIn_id309_E-2.14.cif
AFTER,NaIn,-2.1423,0.396,Semiconductor,I4_1/amd,-0.0029,-0.117,NaIn_id309_Final_E-2.14.cif
,,,,,,,,
BEFORE,Na6InSn2,-2.032,0.262,Semiconductor,P4_2/m,,,Na6InSn2_id793_E-2.03.cif
AFTER,Na6InSn2,-2.1384,0.0,Metal,P2/m,-0.1064,-0.262,Na6InSn2_id793_Final_E-2.14.cif
,,,,,,,,
BEFORE,BaInO24,-1.6221,0.218,Semiconductor,P1,,,BaInO24_id1410_E-1.62.cif
AFTER,BaInO24,-2.1344,0.069,Semiconductor,P1,-0.5123,-0.149,BaInO24_id1410_Final_E-2.13.cif
,,,,,,,,
BEFORE,Mg5ScZn,-2.2899,0.874,Semiconductor,F-43m,,,Mg5ScZn_id6_E-2.29.cif
AFTER,Mg5ScZn,-2.1136,0.026,Metal,P1,0.1763,-0.848,Mg5ScZn_id6_Final_E-2.11.cif
,,,,,,,,
BEFORE,KAl(Zn5Ga4)2,-1.6783,1.702,Semiconductor,P2_1,,,KAl(Zn5Ga4)2_id1044_E-1.68.cif
AFTER,KAl(Zn5Ga4)2,-2.0983,0.001,Metal,P1,-0.4200,-1.701,KAl(Zn5Ga4)2_id1044_Final_E-2.10.cif
,,,,,,,,
BEFORE,KSO40,-1.8529,0.75,Semiconductor,P1,,,KSO40_id1698_E-1.85.cif
AFTER,KSO40,-2.0956,0.635,Semiconductor,P1,-0.2427,-0.115,KSO40_id1698_Final_E-2.10.cif
,,,,,,,,
BEFORE,CaZn3GaGe,-1.2457,2.963,Semiconductor,Amm2,,,CaZn3GaGe_id849_E-1.25.cif
AFTER,CaZn3GaGe,-2.0948,0.007,Metal,Pm,-0.8491,-2.956,CaZn3GaGe_id849_Final_E-2.09.cif
,,,,,,,,
BEFORE,Na4Cd3Sb2,-1.996,0.132,Semiconductor,P-3c1,,,Na4Cd3Sb2_id753_E-2.00.cif
AFTER,Na4Cd3Sb2,-2.0947,0.895,Semiconductor,P-3c1,-0.0987,0.763,Na4Cd3Sb2_id753_Final_E-2.09.cif
,,,,,,,,
BEFORE,Zn8(InGa3)3,-1.1931,0.455,Semiconductor,Pm,,,Zn8(InGa3)3_id2123_E-1.19.cif
AFTER,Zn8(InGa3)3,-2.0832,3.153,Semiconductor,P1,-0.8901,2.698,Zn8(InGa3)3_id2123_Final_E-2.08.cif
,,,,,,,,
BEFORE,Al4Zn6In2Ga9,-0.5839,0.144,Semiconductor,Cm,,,Al4Zn6In2Ga9_id3283_E-0.58.cif
AFTER,Al4Zn6In2Ga9,-2.0776,0.0,Metal,Cm,-1.4937,-0.144,Al4Zn6In2Ga9_id3283_Final_E-2.08.cif
,,,,,,,,
BEFORE,TiO19,-0.5046,1.525,Semiconductor,Cmm2,,,TiO19_id2278_E-0.50.cif
AFTER,TiO19,-2.054,0.982,Semiconductor,Pm,-1.5494,-0.543,TiO19_id2278_Final_E-2.05.cif
,,,,,,,,
BEFORE,Li4TiTeSe,-1.439,1.255,Semiconductor,Ibca,,,Li4TiTeSe_id2865_E-1.44.cif
AFTER,Li4TiTeSe,-2.0336,2.527,Semiconductor,P1,-0.5946,1.272,Li4TiTeSe_id2865_Final_E-2.03.cif
,,,,,,,,
BEFORE,Na4SrLiIn,-1.9557,0.125,Semiconductor,P1,,,Na4SrLiIn_id1271_E-1.96.cif
AFTER,Na4SrLiIn,-2.0324,0.818,Semiconductor,P2,-0.0767,0.693,Na4SrLiIn_id1271_Final_E-2.03.cif
,,,,,,,,
BEFORE,Cd6Ga35,-1.421,0.208,Semiconductor,P6/mcc,,,Cd6Ga35_id2858_E-1.42.cif
AFTER,Cd6Ga35,-2.0306,2.181,Semiconductor,P2,-0.6096,1.973,Cd6Ga35_id2858_Final_E-2.03.cif
,,,,,,,,
BEFORE,Mg3Al2(ZnSi)2,-1.3476,0.276,Semiconductor,P1,,,Mg3Al2(ZnSi)2_id691_E-1.35.cif
AFTER,Mg3Al2(ZnSi)2,-2.0199,4.296,Insulator,P1,-0.6723,4.020,Mg3Al2(ZnSi)2_id691_Final_E-2.02.cif
,,,,,,,,
BEFORE,CaAlZn8Ga,-1.8901,2.145,Semiconductor,I-4m2,,,CaAlZn8Ga_id1958_E-1.89.cif
AFTER,CaAlZn8Ga,-2.0124,0.0,Metal,P1,-0.1223,-2.145,CaAlZn8Ga_id1958_Final_E-2.01.cif
,,,,,,,,
BEFORE,K3(ZnGa2)2,-1.3122,0.087,Semiconductor,P4_2/nnm,,,K3(ZnGa2)2_id1441_E-1.31.cif
AFTER,K3(ZnGa2)2,-2.001,2.78,Semiconductor,P-1,-0.6888,2.693,K3(ZnGa2)2_id1441_Final_E-2.00.cif
,,,,,,,,
BEFORE,ZnIn,-1.9897,0.185,Semiconductor,I4_1/acd,,,ZnIn_id1339_E-1.99.cif
AFTER,ZnIn,-1.9918,0.103,Semiconductor,I4_1/acd,-0.0021,-0.082,ZnIn_id1339_Final_E-1.99.cif
,,,,,,,,
BEFORE,Li3CaGa,-1.4444,1.088,Semiconductor,P2/c,,,Li3CaGa_id1095_E-1.44.cif
AFTER,Li3CaGa,-1.9916,1.77,Semiconductor,P1,-0.5472,0.682,Li3CaGa_id1095_Final_E-1.99.cif
,,,,,,,,
BEFORE,AsO,-1.9903,1.586,Semiconductor,P4_32_12,,,AsO_id2668_E-1.99.cif
AFTER,AsO,-1.9903,1.586,Semiconductor,P4_32_12,0.0000,0.000,AsO_id2668_Final_E-1.99.cif
,,,,,,,,
BEFORE,Mg(InTe2)2,-0.8046,0.313,Semiconductor,Pmmn,,,Mg(InTe2)2_id3140_E-0.80.cif
AFTER,Mg(InTe2)2,-1.9814,0.35,Semiconductor,Pmmn,-1.1768,0.037,Mg(InTe2)2_id3140_Final_E-1.98.cif
,,,,,,,,
BEFORE,Li5GaTe2,-1.728,0.253,Semiconductor,P-3m1,,,Li5GaTe2_id2564_E-1.73.cif
AFTER,Li5GaTe2,-1.9759,0.0,Metal,P1,-0.2479,-0.253,Li5GaTe2_id2564_Final_E-1.98.cif
,,,,,,,,
BEFORE,Li7Ca4(AlGa)6,-1.8947,0.304,Semiconductor,P1,,,Li7Ca4(AlGa)6_id2426_E-1.89.cif
AFTER,Li7Ca4(AlGa)6,-1.9756,0.009,Metal,P1,-0.0809,-0.295,Li7Ca4(AlGa)6_id2426_Final_E-1.98.cif
,,,,,,,,
BEFORE,LiMg4Al2Sn,-0.5809,0.205,Semiconductor,P1,,,LiMg4Al2Sn_id2576_E-0.58.cif
AFTER,LiMg4Al2Sn,-1.9299,0.554,Semiconductor,P1,-1.3490,0.349,LiMg4Al2Sn_id2576_Final_E-1.93.cif
,,,,,,,,
BEFORE,GaSn3,-1.1338,0.591,Semiconductor,P6/mmm,,,GaSn3_id673_E-1.13.cif
AFTER,GaSn3,-1.9196,0.014,Metal,P1,-0.7858,-0.577,GaSn3_id673_Final_E-1.92.cif
,,,,,,,,
BEFORE,KLiSn,-1.9193,2.202,Semiconductor,Pmmm,,,KLiSn_id576_E-1.92.cif
AFTER,KLiSn,-1.9194,2.175,Semiconductor,Pmmm,-0.0001,-0.027,KLiSn_id576_Final_E-1.92.cif
,,,,,,,,
BEFORE,K4In3,-1.7203,0.126,Semiconductor,P2/m,,,K4In3_id1999_E-1.72.cif
AFTER,K4In3,-1.9113,0.0,Metal,P-1,-0.1910,-0.126,K4In3_id1999_Final_E-1.91.cif
,,,,,,,,
BEFORE,LiCaMg3In,-1.5957,0.428,Semiconductor,P4mm,,,LiCaMg3In_id546_E-1.60.cif
AFTER,LiCaMg3In,-1.8859,0.0,Metal,P4mm,-0.2902,-0.428,LiCaMg3In_id546_Final_E-1.89.cif
,,,,,,,,
BEFORE,Li7Mg,-1.7266,2.47,Semiconductor,P1,,,Li7Mg_id996_E-1.73.cif
AFTER,Li7Mg,-1.8728,1.575,Semiconductor,P1,-0.1462,-0.895,Li7Mg_id996_Final_E-1.87.cif
,,,,,,,,
BEFORE,LiMgSn2,-0.298,0.126,Semiconductor,P4/nmm,,,LiMgSn2_id1222_E-0.30.cif
AFTER,LiMgSn2,-1.8669,0.15,Semiconductor,Cm,-1.5689,0.024,LiMgSn2_id1222_Final_E-1.87.cif
,,,,,,,,
BEFORE,NaLi8Cd2O3,-0.9686,0.508,Semiconductor,I4cm,,,NaLi8Cd2O3_id1175_E-0.97.cif
AFTER,NaLi8Cd2O3,-1.8644,1.439,Semiconductor,Iba2,-0.8958,0.931,NaLi8Cd2O3_id1175_Final_E-1.86.cif
,,,,,,,,
BEFORE,K2Li5Sb,-0.6066,0.895,Semiconductor,P1,,,K2Li5Sb_id2091_E-0.61.cif
AFTER,K2Li5Sb,-1.8643,1.331,Semiconductor,Cm,-1.2577,0.436,K2Li5Sb_id2091_Final_E-1.86.cif
,,,,,,,,
BEFORE,Mg3Sn2(SO2)2,-1.4968,1.54,Semiconductor,P-42_1m,,,Mg3Sn2(SO2)2_id506_E-1.50.cif
AFTER,Mg3Sn2(SO2)2,-1.8365,0.347,Semiconductor,P-42_1m,-0.3397,-1.193,Mg3Sn2(SO2)2_id506_Final_E-1.84.cif
,,,,,,,,
BEFORE,Cd3In4,-0.295,0.338,Semiconductor,Pmmm,,,Cd3In4_id56_E-0.29.cif
AFTER,Cd3In4,-1.8116,2.104,Semiconductor,P-1,-1.5166,1.766,Cd3In4_id56_Final_E-1.81.cif
,,,,,,,,
BEFORE,K2Na3In2Ga,-1.4273,0.074,Semiconductor,P1,,,K2Na3In2Ga_id900_E-1.43.cif
AFTER,K2Na3In2Ga,-1.8046,0.747,Semiconductor,P-1,-0.3773,0.673,K2Na3In2Ga_id900_Final_E-1.80.cif
,,,,,,,,
BEFORE,Zn4Ga,-1.6541,1.839,Semiconductor,P4_2/nmc,,,Zn4Ga_id3155_E-1.65.cif
AFTER,Zn4Ga,-1.8017,2.292,Semiconductor,P4_2/nmc,-0.1476,0.453,Zn4Ga_id3155_Final_E-1.80.cif
,,,,,,,,
BEFORE,Mg(AlIn4)3,-0.7328,0.375,Semiconductor,Pc,,,Mg(AlIn4)3_id2318_E-0.73.cif
AFTER,Mg(AlIn4)3,-1.8007,1.948,Semiconductor,P1,-1.0679,1.573,Mg(AlIn4)3_id2318_Final_E-1.80.cif
,,,,,,,,
BEFORE,Zn3In2(GaO2)2,-0.004,0.798,Semiconductor,Pm,,,Zn3In2(GaO2)2_id589_E-0.00.cif
AFTER,Zn3In2(GaO2)2,-1.7928,0.752,Semiconductor,P1,-1.7888,-0.046,Zn3In2(GaO2)2_id589_Final_E-1.79.cif
,,,,,,,,
BEFORE,Na6Sn,-1.6442,0.307,Semiconductor,R-3,,,Na6Sn_id3232_E-1.64.cif
AFTER,Na6Sn,-1.7852,0.0,Metal,R-3,-0.1410,-0.307,Na6Sn_id3232_Final_E-1.79.cif
,,,,,,,,
BEFORE,SrLiCa11In,-1.3,0.511,Semiconductor,I4mm,,,SrLiCa11In_id3240_E-1.30.cif
AFTER,SrLiCa11In,-1.7846,0.0,Metal,P1,-0.4846,-0.511,SrLiCa11In_id3240_Final_E-1.78.cif
,,,,,,,,
BEFORE,Mg3ZnN,-1.7828,0.061,Semiconductor,Pm-3m,,,Mg3ZnN_id2288_E-1.78.cif
AFTER,Mg3ZnN,-1.7828,0.061,Semiconductor,Pm-3m,0.0000,0.000,Mg3ZnN_id2288_Final_E-1.78.cif
,,,,,,,,
BEFORE,Li5Mg4CdGa4,-1.5241,0.355,Semiconductor,Pm,,,Li5Mg4CdGa4_id2118_E-1.52.cif
AFTER,Li5Mg4CdGa4,-1.7714,0.0,Metal,P1,-0.2473,-0.355,Li5Mg4CdGa4_id2118_Final_E-1.77.cif
,,,,,,,,
BEFORE,Na2Ga,-1.4899,0.188,Semiconductor,I4/mmm,,,Na2Ga_id2563_E-1.49.cif
AFTER,Na2Ga,-1.7704,0.0,Metal,I4/mmm,-0.2805,-0.188,Na2Ga_id2563_Final_E-1.77.cif
,,,,,,,,
BEFORE,Li2Mg6Sn,-0.5838,0.324,Semiconductor,Pm,,,Li2Mg6Sn_id2878_E-0.58.cif
AFTER,Li2Mg6Sn,-1.7484,1.686,Semiconductor,P1,-1.1646,1.362,Li2Mg6Sn_id2878_Final_E-1.75.cif
,,,,,,,,
BEFORE,Al19Zn12,-1.3447,0.241,Semiconductor,P-43n,,,Al19Zn12_id2753_E-1.34.cif
AFTER,Al19Zn12,-1.7062,0.946,Semiconductor,P222,-0.3615,0.705,Al19Zn12_id2753_Final_E-1.71.cif
,,,,,,,,
BEFORE,K9Sb6(Te6P)2,-1.7809,2.385,Semiconductor,C2,,,K9Sb6(Te6P)2_id1925_E-1.78.cif
AFTER,K9Sb6(Te6P)2,-1.6963,0.289,Semiconductor,P1,0.0846,-2.096,K9Sb6(Te6P)2_id1925_Final_E-1.70.cif
,,,,,,,,
BEFORE,Al3Zn2,-1.5358,0.314,Semiconductor,Pmm2,,,Al3Zn2_id658_E-1.54.cif
AFTER,Al3Zn2,-1.6586,0.065,Semiconductor,Pm,-0.1228,-0.249,Al3Zn2_id658_Final_E-1.66.cif
,,,,,,,,
BEFORE,K2Li9Mg,-0.6473,0.592,Semiconductor,P1,,,K2Li9Mg_id639_E-0.65.cif
AFTER,K2Li9Mg,-1.6562,2.359,Semiconductor,P1,-1.0089,1.767,K2Li9Mg_id639_Final_E-1.66.cif
,,,,,,,,
BEFORE,KBaNaLi4,-1.2009,2.497,Semiconductor,P-4n2,,,KBaNaLi4_id920_E-1.20.cif
AFTER,KBaNaLi4,-1.6289,4.296,Insulator,Pnn2,-0.4280,1.799,KBaNaLi4_id920_Final_E-1.63.cif
,,,,,,,,
BEFORE,BaNa2(Li3Ca)2,-0.5559,0.599,Semiconductor,P2,,,BaNa2(Li3Ca)2_id1094_E-0.56.cif
AFTER,BaNa2(Li3Ca)2,-1.6252,4.381,Insulator,P2,-1.0693,3.782,BaNa2(Li3Ca)2_id1094_Final_E-1.63.cif
,,,,,,,,
BEFORE,LiCaMg2S,-1.6232,0.917,Semiconductor,P4mm,,,LiCaMg2S_id3024_E-1.62.cif
AFTER,LiCaMg2S,-1.616,1.81,Semiconductor,P4mm,0.0072,0.893,LiCaMg2S_id3024_Final_E-1.62.cif
,,,,,,,,
BEFORE,TeSeO2,-1.3088,2.04,Semiconductor,Fd-3m,,,TeSeO2_id1605_E-1.31.cif
AFTER,TeSeO2,-1.6099,1.858,Semiconductor,Cm,-0.3011,-0.182,TeSeO2_id1605_Final_E-1.61.cif
,,,,,,,,
BEFORE,Na4Cd3In2,-1.1089,3.268,Semiconductor,P4_22_12,,,Na4Cd3In2_id2857_E-1.11.cif
AFTER,Na4Cd3In2,-1.575,1.099,Semiconductor,P4_22_12,-0.4661,-2.169,Na4Cd3In2_id2857_Final_E-1.58.cif
,,,,,,,,
BEFORE,LiZn4,-1.2792,2.464,Semiconductor,P4_2/nmc,,,LiZn4_id1101_E-1.28.cif
AFTER,LiZn4,-1.5644,2.909,Semiconductor,P4_2/nmc,-0.2852,0.445,LiZn4_id1101_Final_E-1.56.cif
,,,,,,,,
BEFORE,K3Ca2(AlGa)2,-0.4143,0.638,Semiconductor,Pm,,,K3Ca2(AlGa)2_id738_E-0.41.cif
AFTER,K3Ca2(AlGa)2,-1.5459,0.07,Semiconductor,P1,-1.1316,-0.568,K3Ca2(AlGa)2_id738_Final_E-1.55.cif
,,,,,,,,
BEFORE,Li17(Mg3Zn)2,-0.5803,3.22,Semiconductor,Pm,,,Li17(Mg3Zn)2_id1644_E-0.58.cif
AFTER,Li17(Mg3Zn)2,-1.543,3.622,Insulator,Pm,-0.9627,0.402,Li17(Mg3Zn)2_id1644_Final_E-1.54.cif
,,,,,,,,
BEFORE,K4MgCd2Sn,-1.3832,0.125,Semiconductor,Ibam,,,K4MgCd2Sn_id2103_E-1.38.cif
AFTER,K4MgCd2Sn,-1.5353,0.0,Metal,Ibam,-0.1521,-0.125,K4MgCd2Sn_id2103_Final_E-1.54.cif
,,,,,,,,
BEFORE,K34Na3CaO6,-0.8544,0.856,Semiconductor,P1,,,K34Na3CaO6_id1402_E-0.85.cif
AFTER,K34Na3CaO6,-1.511,1.272,Semiconductor,P1,-0.6566,0.416,K34Na3CaO6_id1402_Final_E-1.51.cif
,,,,,,,,
BEFORE,Li2Mg3ZnIn,-0.205,0.055,Semiconductor,P3m1,,,Li2Mg3ZnIn_id2198_E-0.21.cif
AFTER,Li2Mg3ZnIn,-1.5106,0.0,Metal,P3m1,-1.3056,-0.055,Li2Mg3ZnIn_id2198_Final_E-1.51.cif
,,,,,,,,
BEFORE,Na4In17Ga6,-1.3023,0.084,Semiconductor,P6/mmm,,,Na4In17Ga6_id2014_E-1.30.cif
AFTER,Na4In17Ga6,-1.4752,0.195,Semiconductor,P6/mmm,-0.1729,0.111,Na4In17Ga6_id2014_Final_E-1.48.cif
,,,,,,,,
BEFORE,Zn2Cd5Ga2,-1.2901,1.267,Semiconductor,Ibam,,,Zn2Cd5Ga2_id1812_E-1.29.cif
AFTER,Zn2Cd5Ga2,-1.4712,2.242,Semiconductor,P1,-0.1811,0.975,Zn2Cd5Ga2_id1812_Final_E-1.47.cif
,,,,,,,,
BEFORE,Li6Mg8ScTi,-1.3553,0.487,Semiconductor,P1,,,Li6Mg8ScTi_id2116_E-1.36.cif
AFTER,Li6Mg8ScTi,-1.4538,0.085,Semiconductor,P1,-0.0985,-0.402,Li6Mg8ScTi_id2116_Final_E-1.45.cif
,,,,,,,,
BEFORE,Ba4O9,-1.1611,2.322,Semiconductor,P6/mcc,,,Ba4O9_id2120_E-1.16.cif
AFTER,Ba4O9,-1.4526,3.253,Semiconductor,P1,-0.2915,0.931,Ba4O9_id2120_Final_E-1.45.cif
,,,,,,,,
BEFORE,Sc4Ti3Zn8Ga3,-1.1563,1.41,Semiconductor,R3c,,,Sc4Ti3Zn8Ga3_id1825_E-1.16.cif
AFTER,Sc4Ti3Zn8Ga3,-1.4503,0.202,Semiconductor,Cc,-0.2940,-1.208,Sc4Ti3Zn8Ga3_id1825_Final_E-1.45.cif
,,,,,,,,
BEFORE,LiTi2(BeIn2)2,-1.6108,0.469,Semiconductor,P1,,,LiTi2(BeIn2)2_id1262_E-1.61.cif
AFTER,LiTi2(BeIn2)2,-1.4468,0.346,Semiconductor,P1,0.1640,-0.123,LiTi2(BeIn2)2_id1262_Final_E-1.45.cif
,,,,,,,,
BEFORE,Zn6Ga,-0.4911,1.074,Semiconductor,P1,,,Zn6Ga_id1069_E-0.49.cif
AFTER,Zn6Ga,-1.4432,0.0,Metal,P1,-0.9521,-1.074,Zn6Ga_id1069_Final_E-1.44.cif
,,,,,,,,
BEFORE,Na2Sr(Zn2Sn)2,-0.9929,0.649,Semiconductor,I4/mcm,,,Na2Sr(Zn2Sn)2_id620_E-0.99.cif
AFTER,Na2Sr(Zn2Sn)2,-1.4421,1.304,Semiconductor,I4/mcm,-0.4492,0.655,Na2Sr(Zn2Sn)2_id620_Final_E-1.44.cif
,,,,,,,,
BEFORE,Al(Zn5Ga7)3,-1.3291,1.668,Semiconductor,P1,,,Al(Zn5Ga7)3_id1824_E-1.33.cif
AFTER,Al(Zn5Ga7)3,-1.4293,0.001,Metal,P1,-0.1002,-1.667,Al(Zn5Ga7)3_id1824_Final_E-1.43.cif
,,,,,,,,
BEFORE,Li23Mg8(Zn2Ga)2,-0.7421,0.662,Semiconductor,P1,,,Li23Mg8(Zn2Ga)2_id1472_E-0.74.cif
AFTER,Li23Mg8(Zn2Ga)2,-1.4189,0.171,Semiconductor,P1,-0.6768,-0.491,Li23Mg8(Zn2Ga)2_id1472_Final_E-1.42.cif
,,,,,,,,
BEFORE,Li2Mg4Cd3,-1.0456,2.307,Semiconductor,P2,,,Li2Mg4Cd3_id1810_E-1.05.cif
AFTER,Li2Mg4Cd3,-1.3804,0.0,Metal,P1,-0.3348,-2.307,Li2Mg4Cd3_id1810_Final_E-1.38.cif
,,,,,,,,
BEFORE,Li38ScCd2,-1.2761,3.016,Semiconductor,P1,,,Li38ScCd2_id2441_E-1.28.cif
AFTER,Li38ScCd2,-1.3735,0.0,Metal,P1,-0.0974,-3.016,Li38ScCd2_id2441_Final_E-1.37.cif
,,,,,,,,
BEFORE,Li9Mg4(Cd2Ga5)2,-0.0697,0.175,Semiconductor,Pn-3m,,,Li9Mg4(Cd2Ga5)2_id1365_E-0.07.cif
AFTER,Li9Mg4(Cd2Ga5)2,-1.3598,1.877,Semiconductor,P2,-1.2901,1.702,Li9Mg4(Cd2Ga5)2_id1365_Final_E-1.36.cif
,,,,,,,,
BEFORE,Na6Ca6O,-1.3426,0.144,Semiconductor,Pm-3,,,Na6Ca6O_id2180_E-1.34.cif
AFTER,Na6Ca6O,-1.3426,0.144,Semiconductor,Pm-3,0.0000,0.000,Na6Ca6O_id2180_Final_E-1.34.cif
,,,,,,,,
BEFORE,Sr2Cd(As3P)6,-0.0419,0.371,Semiconductor,P31m,,,Sr2Cd(As3P)6_id2807_E-0.04.cif
AFTER,Sr2Cd(As3P)6,-1.3301,0.078,Semiconductor,P1,-1.2882,-0.293,Sr2Cd(As3P)6_id2807_Final_E-1.33.cif
,,,,,,,,
BEFORE,In(SO4)4,-0.6081,0.493,Semiconductor,Cm,,,In(SO4)4_id2702_E-0.61.cif
AFTER,In(SO4)4,-1.3215,0.24,Semiconductor,Pm,-0.7134,-0.253,In(SO4)4_id2702_Final_E-1.32.cif
,,,,,,,,
BEFORE,Li4Mg4Zn5,-0.2829,3.336,Semiconductor,Pmm2,,,Li4Mg4Zn5_id3078_E-0.28.cif
AFTER,Li4Mg4Zn5,-1.3179,0.0,Metal,Pm,-1.0350,-3.336,Li4Mg4Zn5_id3078_Final_E-1.32.cif
,,,,,,,,
BEFORE,Zn(CdGa2)2,-0.9517,0.103,Semiconductor,Cccm,,,Zn(CdGa2)2_id3114_E-0.95.cif
AFTER,Zn(CdGa2)2,-1.292,0.0,Metal,Pmna,-0.3403,-0.103,Zn(CdGa2)2_id3114_Final_E-1.29.cif
,,,,,,,,
BEFORE,Na2LiCd3,-0.9894,0.153,Semiconductor,Pnnn,,,Na2LiCd3_id2338_E-0.99.cif
AFTER,Na2LiCd3,-1.2687,0.0,Metal,Pnnn,-0.2793,-0.153,Na2LiCd3_id2338_Final_E-1.27.cif
,,,,,,,,
BEFORE,LiMgZn5Ga3,-0.5898,0.091,Semiconductor,Pmmn,,,LiMgZn5Ga3_id3284_E-0.59.cif
AFTER,LiMgZn5Ga3,-1.2626,0.0,Metal,Pm,-0.6728,-0.091,LiMgZn5Ga3_id3284_Final_E-1.26.cif
,,,,,,,,
BEFORE,Na2Mg7Cd5,-0.6776,2.265,Semiconductor,Pbam,,,Na2Mg7Cd5_id1308_E-0.68.cif
AFTER,Na2Mg7Cd5,-1.2532,0.0,Metal,Pmc2_1,-0.5756,-2.265,Na2Mg7Cd5_id1308_Final_E-1.25.cif
,,,,,,,,
BEFORE,Na6CdIn,-0.9289,3.242,Semiconductor,P3_1,,,Na6CdIn_id680_E-0.93.cif
AFTER,Na6CdIn,-1.2466,0.068,Semiconductor,P1,-0.3177,-3.174,Na6CdIn_id680_Final_E-1.25.cif
,,,,,,,,
BEFORE,MgP,-2.0122,0.842,Semiconductor,P4/mmm,,,MgP_id2518_E-2.01.cif
AFTER,MgP,-1.2399,0.949,Semiconductor,P4/mmm,0.7723,0.107,MgP_id2518_Final_E-1.24.cif
,,,,,,,,
BEFORE,K15NaCaSn5,-0.849,1.243,Semiconductor,P1,,,K15NaCaSn5_id1796_E-0.85.cif
AFTER,K15NaCaSn5,-1.2395,0.666,Semiconductor,P1,-0.3905,-0.577,K15NaCaSn5_id1796_Final_E-1.24.cif
,,,,,,,,
BEFORE,Na9Li2,-0.8525,1.212,Semiconductor,Pnn2,,,Na9Li2_id394_E-0.85.cif
AFTER,Na9Li2,-1.2321,0.0,Metal,P2,-0.3796,-1.212,Na9Li2_id394_Final_E-1.23.cif
,,,,,,,,
BEFORE,K7MgIn6,-1.2015,0.135,Semiconductor,P-31c,,,K7MgIn6_id2406_E-1.20.cif
AFTER,K7MgIn6,-1.2282,0.471,Semiconductor,P-31c,-0.0267,0.336,K7MgIn6_id2406_Final_E-1.23.cif
,,,,,,,,
BEFORE,Na(Li2Mg)2,-1.2222,1.536,Semiconductor,I4_1/amd,,,Na(Li2Mg)2_id2698_E-1.22.cif
AFTER,Na(Li2Mg)2,-1.2227,1.497,Semiconductor,I4_1/amd,-0.0005,-0.039,Na(Li2Mg)2_id2698_Final_E-1.22.cif
,,,,,,,,
BEFORE,Ba2Na2SrCa5,-0.8584,1.372,Semiconductor,Amm2,,,Ba2Na2SrCa5_id246_E-0.86.cif
